run_id,timestamp,representation_id,method,parameters,seed,k,sample_rule,n_train,n_val,silhouette_train,davies_bouldin_train,calinski_harabasz_train,silhouette_val,davies_bouldin_val,calinski_harabasz_val,runtime_s,notes
3b38d38b,2026-04-30T11:08:27+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17345,4,train_20pct_seed=17341,23842,95368,0.0767,2.5368,1651.7,0.0734,2.538,6519.96,0.333,
5bb184f8,2026-04-30T11:08:29+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17346,4,train_20pct_seed=17341,23842,95368,0.0951,2.3964,1655.79,0.0919,2.4074,6497.41,0.433,
e44b7bda,2026-04-30T11:08:30+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17347,4,train_20pct_seed=17341,23842,95368,0.0783,2.5388,1651.7,0.0752,2.5398,6518.91,0.421,
b7b9c821,2026-04-30T11:08:32+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17348,4,train_20pct_seed=17341,23842,95368,0.0755,2.5377,1651.63,0.0754,2.5392,6518.9,0.457,
04cbc516,2026-04-30T11:08:33+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17349,4,train_20pct_seed=17341,23842,95368,0.0745,2.5386,1651.62,0.072,2.5404,6517.32,0.382,
d88e1616,2026-04-30T11:08:35+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17350,4,train_20pct_seed=17341,23842,95368,0.0763,2.5393,1651.64,0.0712,2.5406,6517.78,0.381,
f5875239,2026-04-30T11:08:37+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17341,5,train_20pct_seed=17341,23842,95368,0.0928,2.3338,1567.95,0.088,2.3342,6207.81,0.419,
f334d751,2026-04-30T11:08:39+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17342,5,train_20pct_seed=17341,23842,95368,0.0767,2.0969,1668.79,0.0681,2.108,6260.87,0.474,
67064442,2026-04-30T11:08:40+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17343,5,train_20pct_seed=17341,23842,95368,0.0755,2.0969,1668.79,0.0754,2.1079,6260.94,0.447,
5c630895,2026-04-30T11:08:42+00:00,rep_v1_baseline,kmeans,"{""init"": ""k-means++"", ""n_init"": 10}",17344,5,train_20pct_seed=17341,23842,95368,0.0728,2.0969,1668.8,0.0738,2.1075,6262.22,0.433,
